CGPA,GPA,Average Assignment Marks,Average Project Marks,Attendance Percentage,Class Participation Credits,Extracurricular Activities,Achievements Credits,No. of Students in Class,Rank in Class,Certifications Count,Performance
8.67,7.44,33,27,59,59,1,38,74,70,18,81.01
9.32,7.13,98,66,68,75,0,56,53,51,19,99.0
9.39,7.58,60,73,95,6,0,83,86,37,2,84.35
5.15,6.83,11,42,60,17,1,93,100,68,0,70.78
7.42,5.41,87,89,64,90,0,27,74,66,15,83.41
7.66,8.53,59,79,83,68,0,61,36,36,7,90.41
8.05,8.43,98,37,79,46,0,66,58,6,5,88.59
6.06,6.75,61,20,53,93,0,47,37,29,13,83.04
6.32,5.1,75,92,99,46,0,8,72,56,16,64.23
6.44,5.86,64,63,68,42,0,98,82,24,17,95.09
6.11,7.99,40,21,58,64,1,26,61,47,9,68.32
7.14,6.08,36,73,99,66,0,17,93,76,18,73.42
6.87,7.52,62,21,63,88,0,75,58,44,19,99.0
9.38,5.44,70,48,79,10,0,14,85,59,13,60.24
7.92,5.58,70,13,66,60,0,16,68,22,12,67.52
8.97,5.2,73,37,79,89,1,36,60,60,14,85.62
5.55,6.21,47,61,78,26,1,75,94,48,13,78.38
5.63,9.1,19,32,53,42,0,7,31,31,2,51.29
8.01,5.69,21,99,58,52,1,23,70,38,9,68.93
5.56,6.52,99,20,92,27,0,80,64,25,2,75.99
9.02,6.76,26,72,73,31,0,86,34,16,1,85.12
7.62,8.01,49,65,64,32,0,6,83,41,15,64.43
5.41,5.95,41,74,54,89,0,76,36,18,4,87.28
8.21,5.91,59,10,62,78,0,14,31,22,19,74.31
7.28,9.02,40,46,58,41,0,93,33,29,9,92.25
8.52,6.84,59,16,79,62,1,83,47,12,17,99.0
6.03,9.49,65,47,93,67,0,45,53,22,20,89.92
5.54,7.7,93,47,99,27,0,26,72,44,6,62.38
9.19,9.08,39,63,87,48,0,56,77,9,9,89.91
7.67,8.71,23,62,79,31,1,2,37,22,12,61.55
6.88,7.97,68,54,100,38,0,51,42,7,13,81.74
6.44,8.67,61,77,87,90,1,52,94,81,11,93.21
6.49,5.59,70,11,79,47,1,99,69,10,20,96.25
9.27,9.32,34,27,93,66,0,31,52,1,6,82.2
7.57,5.06,66,26,82,10,1,100,97,50,19,88.4
6.22,7.66,56,41,69,15,0,16,62,47,0,49.7
8.61,8.23,28,51,64,54,0,11,90,56,17,72.87
6.98,8.73,70,32,54,86,0,95,74,18,11,99.0
7.32,9.06,95,98,83,9,1,66,61,27,20,90.99
5.31,6.98,63,12,62,13,1,93,88,20,7,77.19
8.81,5.08,12,46,92,51,0,100,60,60,1,87.72
9.02,9.28,75,20,59,27,1,8,39,21,3,62.19
7.09,7.19,48,13,72,14,0,35,95,86,6,58.04
6.46,8.73,71,36,71,32,1,62,39,36,16,82.67
9.01,5.78,31,79,74,86,1,96,74,67,12,99.0
5.92,8.93,60,23,74,68,0,3,98,65,8,63.81
9.49,5.66,86,16,92,29,0,44,66,60,2,68.99
8.19,7.52,65,43,73,49,1,51,38,36,0,75.91
6.3,6.05,76,46,58,5,0,47,77,41,13,64.34
5.25,5.39,50,38,50,29,1,0,96,79,2,40.67
6.09,7.82,11,33,79,74,1,41,33,25,3,72.09
7.74,7.5,99,45,84,75,1,67,89,85,10,95.18
7.07,8.4,43,49,72,90,1,55,51,15,15,95.42
5.23,8.77,40,95,74,75,1,14,85,43,17,76.89
6.27,9.4,61,60,93,64,0,79,75,49,4,92.73
8.99,6.07,42,92,58,38,1,94,99,34,5,93.17
7.84,5.95,53,17,89,28,1,67,88,47,19,82.26
7.14,6.4,36,38,82,63,0,39,35,8,2,70.9
7.43,7.2,86,65,73,97,0,93,40,23,6,99.0
8.43,5.49,97,45,76,59,0,44,97,18,9,81.34
8.89,8.82,21,97,96,63,0,63,48,43,19,99.0
5.51,5.16,84,53,60,49,0,71,74,73,9,77.52
7.88,5.6,71,24,78,81,1,65,62,23,17,94.49
7.75,6.67,43,90,99,67,1,43,77,68,17,86.99
9.23,6.28,46,90,62,4,1,11,77,1,20,65.9
9.02,5.69,32,16,74,90,1,14,80,71,14,75.13
9.16,6.11,59,30,94,46,0,57,98,48,0,77.13
5.25,8.66,13,40,63,33,1,73,59,3,9,78.35
9.4,6.65,36,67,95,66,1,97,32,19,15,99.0
9.5,5.82,89,38,59,33,0,99,75,36,1,90.89
7.55,7.6,83,40,93,29,1,67,91,78,0,77.34
9.17,6.86,95,34,81,28,0,24,90,69,8,68.36
5.79,9.37,11,50,70,96,0,66,79,30,13,95.56
6.47,6.09,60,28,94,1,1,91,45,3,12,79.93
8.27,9.63,84,22,56,67,1,79,51,14,14,99.0
5.27,6.86,19,84,77,19,1,15,51,28,14,56.03
7.66,7.67,86,67,80,41,0,78,79,8,11,93.74
7.5,8.61,18,89,57,49,1,57,90,83,15,86.25
7.42,6.74,39,62,87,92,1,61,86,36,1,88.64
7.91,7.98,83,68,79,70,1,10,36,29,2,71.31
7.06,9.16,24,86,66,21,1,18,38,7,20,70.94
8.53,8.74,31,76,94,4,0,20,59,17,11,65.3
7.95,7.28,24,40,87,68,1,75,44,34,17,95.56
8.98,5.75,40,20,99,9,0,81,77,74,15,80.74
7.59,6.94,94,56,77,72,0,61,50,2,17,96.83
9.3,7.07,93,80,88,13,0,62,84,31,16,87.69
6.32,6.71,11,54,88,83,1,2,50,24,10,65.18
8.44,9.61,23,27,62,21,0,17,80,72,7,60.94
7.48,5.1,32,20,86,30,0,7,86,13,2,48.59
7.56,5.3,32,55,50,10,1,90,77,45,10,78.53
8.41,6.59,74,17,78,14,0,48,81,29,7,69.0
8.51,9.55,84,12,95,36,1,36,36,19,5,76.24
7.17,8.16,77,65,69,62,0,82,96,8,1,93.41
5.25,9.17,49,61,83,15,1,44,50,15,1,64.1
9.04,7.02,25,21,92,73,1,92,86,45,16,99.0
8.48,6.23,29,65,94,76,1,28,45,26,9,78.37
8.47,9.79,67,57,54,47,0,17,69,45,2,70.26
7.68,6.27,45,54,97,26,1,100,66,61,11,90.47
7.71,8.82,92,61,81,30,1,22,73,19,15,75.94
7.78,8.57,75,48,52,90,0,9,80,17,20,84.88
6.73,9.39,52,10,58,92,0,83,72,2,2,97.43
8.5,8.65,68,95,65,96,1,76,99,92,14,99.0
8.49,8.85,96,100,52,68,1,58,88,7,6,97.23
9.19,6.07,89,32,58,51,1,84,32,22,18,98.68
6.04,5.96,41,33,53,78,0,83,100,90,13,89.76
8.39,8.35,63,46,98,60,0,76,60,11,16,99.0
6.69,6.99,39,91,65,67,0,44,91,30,19,85.97
7.04,8.73,61,58,53,50,0,93,72,38,17,99.0
8.46,8.17,35,80,54,44,1,21,33,18,17,76.27
5.67,7.39,94,57,90,10,1,55,86,7,4,69.54
5.22,5.78,90,33,57,50,0,90,97,20,20,92.28
9.34,8.87,78,91,86,34,1,25,95,18,19,85.74
6.71,6.05,69,70,69,58,1,36,90,41,9,74.5
8.45,8.1,24,41,90,89,1,49,91,22,1,87.08
5.44,8.01,91,28,95,73,1,91,49,17,0,93.52
7.59,5.83,18,23,96,40,0,80,36,23,1,76.46
6.89,5.35,37,94,68,52,0,86,48,47,10,87.82
8.61,8.59,73,27,70,87,1,93,84,9,20,99.0
7.61,8.15,97,93,92,26,1,97,58,34,7,97.58
8.67,9.76,82,51,99,89,0,76,48,24,10,99.0
9.48,7.3,83,38,82,0,0,59,87,6,16,81.48
8.87,6.37,66,22,97,22,1,91,42,9,11,90.64
6.58,8.17,90,85,55,47,0,68,93,86,8,86.55
9.41,9.4,14,66,74,89,0,49,61,5,15,99.0
9.17,9.38,83,87,86,61,1,3,51,27,13,80.92
6.66,9.41,21,62,54,26,0,5,83,9,0,53.34
7.51,5.83,10,59,97,52,0,42,48,31,16,75.91
6.3,5.4,75,29,67,71,1,97,77,50,20,99.0
7.68,8.11,67,67,74,98,0,11,38,35,9,79.89
8.87,7.54,60,33,87,62,0,89,91,6,19,99.0
5.31,5.41,54,86,59,63,1,62,86,23,15,83.8
6.59,9.59,20,46,72,6,1,89,40,12,0,78.1
6.32,5.9,48,77,51,16,1,16,30,11,16,58.37
5.51,6.6,80,24,67,74,1,57,53,18,5,79.73
8.38,7.79,67,79,75,47,0,47,36,2,20,90.65
8.9,6.88,83,28,66,4,0,53,58,5,0,67.84
7.74,6.83,71,63,79,71,0,10,64,59,8,70.16
7.64,8.51,57,32,96,1,0,14,62,33,20,62.99
5.9,7.21,76,12,66,56,1,25,82,68,19,71.44
5.07,9.73,31,16,57,30,1,29,78,3,19,68.63
5.43,6.37,45,63,70,28,0,13,72,45,19,59.0
6.32,9.04,10,29,59,69,1,39,48,29,18,80.81
8.04,5.07,39,74,62,24,0,96,89,9,9,87.23
8.56,7.44,25,93,64,99,1,64,30,1,7,99.0
5.42,7.58,24,29,74,83,0,18,54,16,1,64.02
5.4,5.73,55,59,66,71,1,87,68,26,0,85.39
7.43,9.44,71,55,69,89,0,96,58,24,5,99.0
5.02,5.97,99,90,74,71,0,0,52,19,6,62.14
6.16,5.85,40,77,80,77,0,70,33,14,15,91.31
8.74,6.66,91,31,85,7,1,57,41,5,9,76.1
7.7,5.02,51,33,57,42,1,11,61,5,14,61.74
7.21,9.29,65,19,85,59,1,49,93,52,9,83.73
8.19,5.23,13,98,59,73,0,12,71,42,11,69.53
5.43,5.26,62,10,80,76,0,38,40,31,16,73.31
7.68,6.32,16,71,69,33,1,62,59,10,0,72.87
6.56,6.3,87,56,54,84,0,63,95,54,19,94.96
5.48,8.7,42,82,73,29,1,51,93,68,13,75.65
6.93,8.71,67,73,68,59,1,78,30,19,3,91.73
7.22,8.52,17,36,53,16,0,44,33,16,1,61.83
7.48,6.43,93,14,83,8,0,18,96,24,13,59.17
5.39,5.4,69,68,59,43,0,69,75,20,7,76.37
7.88,5.5,63,30,71,46,0,34,57,1,13,72.51
8.69,8.59,73,29,56,60,0,76,93,92,4,91.34
8.7,7.29,22,70,88,43,1,9,55,38,7,64.42
7.42,5.24,28,20,64,3,0,64,95,39,15,67.77
5.81,5.05,95,34,89,22,1,90,59,46,13,82.13
7.04,5.06,21,29,99,8,0,48,58,14,16,64.53
7.13,5.25,87,31,73,43,0,55,39,14,1,71.04
6.57,9.73,91,81,55,20,0,78,40,28,5,85.36
8.14,7.81,61,96,98,13,1,89,80,71,8,89.93
6.0,5.8,26,86,92,22,1,0,41,41,11,49.36
6.44,6.18,54,38,74,35,0,31,33,8,2,59.91
5.61,8.94,51,85,80,45,0,86,99,35,15,95.48
8.94,5.78,56,35,50,31,0,44,91,60,10,71.15
6.5,8.78,28,17,84,84,1,5,93,53,20,74.89
6.63,5.08,33,35,64,45,0,37,84,4,6,63.52
7.51,5.53,61,85,50,74,1,62,96,47,11,89.31
6.12,6.19,53,37,90,49,0,62,41,28,11,77.85
6.52,6.47,12,39,93,75,0,47,72,24,9,77.79
6.89,7.42,58,59,66,64,1,96,46,36,16,99.0
8.43,8.51,71,15,60,9,0,63,56,42,3,72.65
8.43,8.33,34,100,55,20,1,88,64,22,15,95.23
8.98,5.01,92,34,75,31,0,48,51,51,3,69.6
5.45,5.97,68,11,71,81,0,27,56,47,8,67.58
6.28,8.45,89,33,54,0,1,76,90,81,15,78.67
6.82,7.52,82,94,70,93,1,23,91,87,1,78.31
6.32,7.2,99,68,81,24,0,52,56,40,8,73.73
9.48,5.35,78,17,67,95,0,43,70,35,8,87.16
9.47,6.13,72,65,87,43,0,21,96,20,10,73.66
6.22,9.78,28,69,100,33,1,14,91,47,17,69.51
8.04,6.45,23,53,58,93,0,78,96,86,16,99.0
7.91,8.55,62,17,68,35,0,52,88,36,12,79.7
5.06,6.2,53,79,55,46,1,95,79,22,6,86.62
6.9,7.36,83,26,99,53,0,80,80,68,4,86.74
9.01,9.15,96,14,79,64,0,1,72,60,10,72.75
6.08,7.07,87,79,50,63,1,51,31,28,5,79.15
7.35,8.73,66,43,81,91,1,88,35,15,3,99.0
8.16,9.07,30,43,66,49,0,21,59,11,15,75.56
5.87,5.41,41,43,69,62,1,6,41,13,20,64.3
8.94,8.01,11,37,83,2,1,16,60,21,16,61.73
5.83,6.1,47,54,57,65,1,52,99,92,3,72.2
6.87,7.84,95,35,83,51,0,9,45,18,15,70.03
6.07,5.22,38,25,68,37,0,90,44,21,18,84.62
7.83,5.84,62,77,54,33,0,2,86,33,10,58.23
6.35,8.48,65,58,98,64,0,70,50,32,8,90.47
6.61,9.21,15,20,77,7,0,65,99,11,2,68.31
7.06,5.55,54,40,54,26,0,79,64,36,16,81.27
5.5,5.14,67,40,80,90,1,81,33,4,11,93.88
6.87,8.53,57,52,60,87,1,65,82,21,17,99.0
6.92,8.65,22,16,94,47,0,39,100,70,3,68.26
7.46,7.28,91,61,85,1,0,67,36,20,12,78.2
7.63,5.81,71,96,88,71,0,70,94,67,4,90.09
7.23,6.73,25,34,89,95,1,9,35,33,16,74.55
8.92,8.06,81,97,82,81,0,51,86,63,3,93.32
9.25,7.97,36,75,58,57,0,92,93,73,10,99.0
7.46,8.98,49,97,94,11,0,27,58,2,6,67.89
8.75,6.01,20,10,54,67,1,4,42,32,10,62.08
5.04,6.58,34,43,75,52,0,26,38,33,19,66.41
6.86,7.87,45,35,70,55,0,82,70,53,2,84.95
6.1,8.17,12,35,82,64,0,11,44,37,19,68.13
7.71,5.47,89,14,70,60,1,90,90,16,11,94.99
6.6,5.06,80,78,50,32,1,62,65,63,3,70.91
8.13,5.07,25,19,85,99,1,69,30,8,13,94.8
8.57,7.48,44,85,95,24,0,69,53,8,16,89.85
6.01,5.71,98,92,89,3,0,41,33,32,12,64.3
7.76,6.32,80,69,81,85,0,78,94,84,20,99.0
8.3,5.54,71,67,53,49,1,35,79,42,3,70.58
6.7,5.79,56,96,73,81,1,96,30,7,19,99.0
8.8,8.1,52,53,78,48,0,31,55,47,9,75.9
6.72,7.85,23,52,56,54,1,83,88,81,14,90.57
8.37,5.71,78,21,73,67,1,86,81,8,11,97.44
7.95,5.73,72,36,54,34,0,74,38,1,17,86.96
6.73,7.92,38,57,87,73,0,65,35,2,3,87.25
7.18,8.96,13,91,96,67,0,25,49,49,18,81.4
7.67,9.56,53,80,95,51,0,92,44,17,15,99.0
6.11,7.6,82,34,90,35,1,17,39,9,3,60.33
8.54,5.6,72,85,54,44,0,93,54,44,2,90.09
5.38,6.24,52,98,97,32,0,24,61,6,13,65.49
5.24,9.48,22,27,72,67,1,43,51,2,3,74.39
8.62,8.09,97,25,68,29,1,6,83,65,12,65.08
5.85,7.74,38,88,67,70,1,84,51,18,9,95.12
8.84,7.05,57,40,57,85,1,51,68,1,0,86.6
7.45,9.03,94,18,84,82,1,8,39,23,14,79.37
5.15,8.57,67,62,99,51,1,11,59,17,1,61.65
9.24,6.48,95,71,82,52,0,2,87,77,5,66.32
8.37,8.43,18,64,62,42,1,64,69,67,10,84.41
7.8,6.91,19,36,95,42,0,31,53,46,10,67.46
9.1,7.32,27,22,72,49,0,86,98,72,7,90.13
8.7,8.84,52,67,85,56,1,12,58,57,9,73.74
5.87,7.49,25,50,88,84,0,63,33,6,13,90.18
7.52,7.12,50,73,51,35,1,67,92,66,3,78.19
6.1,8.78,20,48,98,72,0,41,74,59,5,76.33
5.54,8.3,58,11,75,19,1,34,66,31,20,67.53
7.2,6.88,83,19,61,40,1,21,49,4,17,70.33
7.05,9.54,85,91,76,67,1,5,41,17,0,71.34
8.86,5.95,79,22,55,57,0,73,98,39,4,86.21
7.39,8.06,16,84,66,54,0,13,89,20,18,73.39
5.31,9.33,69,15,86,32,0,34,40,38,16,69.52
8.66,6.24,62,56,94,25,0,83,34,4,10,88.8
5.17,7.0,25,90,81,44,0,100,41,12,13,92.95
8.29,5.67,80,86,78,72,1,79,65,21,6,97.16
6.24,9.35,82,25,62,91,1,22,47,33,17,84.39
6.19,8.48,79,77,76,78,0,96,79,41,4,99.0
6.93,8.39,65,30,54,31,1,78,96,11,15,88.81
9.15,5.47,96,32,87,49,0,21,59,14,10,72.34
9.44,6.7,10,50,82,68,1,40,83,22,17,86.55
5.95,7.43,27,55,80,68,0,99,66,12,12,98.74
8.74,7.22,48,24,56,14,0,40,55,12,14,70.38
8.22,8.87,76,41,67,50,0,16,45,36,4,68.93
9.11,5.74,44,26,74,34,0,25,75,32,1,60.64
7.8,9.24,19,58,86,59,0,28,89,70,1,71.55
7.99,6.67,30,69,88,84,1,96,47,5,7,99.0
7.62,8.91,40,98,79,99,1,92,40,10,7,99.0
8.14,7.37,85,53,83,65,1,3,64,16,11,72.77
8.27,6.36,53,74,64,100,1,20,51,44,20,87.49
6.51,7.77,44,72,97,34,1,28,100,66,6,66.06
7.09,8.11,10,39,98,38,1,49,65,43,11,74.95
5.18,5.11,32,49,78,94,1,88,85,14,19,99.0
7.15,6.42,48,88,87,22,0,7,100,67,15,59.88
6.18,7.92,13,47,92,54,1,81,70,14,6,86.64
5.32,5.3,36,34,98,67,1,82,88,84,20,89.41
8.41,6.15,93,29,94,37,1,22,69,62,17,71.8
9.09,9.24,89,32,68,89,0,27,91,61,2,84.79
8.05,8.69,69,98,71,44,1,3,67,48,3,65.78
7.58,8.8,34,30,90,91,1,8,77,75,3,71.28
6.54,6.9,44,27,69,25,1,36,40,21,19,68.55
5.62,7.08,49,57,85,80,1,95,77,18,3,95.95
6.21,8.8,51,70,60,7,0,47,37,8,0,63.78
6.31,5.58,50,68,59,55,0,80,56,41,10,84.93
5.13,6.08,82,57,88,23,1,62,90,63,1,67.0
5.93,5.26,85,52,85,61,0,36,86,84,8,69.67
6.85,5.59,49,99,53,29,1,53,52,12,14,76.26
7.28,7.87,13,33,83,25,1,5,56,24,14,57.64
8.86,6.11,13,88,85,62,1,14,37,21,0,65.81
8.96,7.62,11,68,64,95,0,56,67,37,8,93.72
6.37,8.76,63,51,79,41,0,84,74,19,4,87.94
6.67,9.38,65,72,73,97,1,21,37,33,8,83.51
5.89,8.44,40,99,65,78,1,21,53,38,3,72.61
8.06,9.65,17,60,82,26,0,25,86,10,20,76.13
9.05,9.78,86,16,83,10,0,2,43,16,15,64.94
7.02,6.44,98,79,95,36,1,74,32,22,6,85.4
7.1,8.48,86,91,85,6,1,96,78,34,19,97.7
6.57,9.26,100,58,64,44,0,15,92,69,3,66.05
9.02,7.3,100,69,82,84,0,89,41,24,6,99.0
8.82,5.91,13,91,57,48,1,50,45,6,10,80.56
7.13,6.97,38,24,65,66,1,72,35,26,5,83.81
6.96,7.56,86,23,84,64,1,98,33,33,7,97.6
5.84,8.91,46,84,94,40,0,35,52,29,17,77.31
9.29,7.82,99,32,71,8,1,84,54,37,13,90.32
6.64,9.15,69,78,61,3,0,32,75,29,10,66.07
8.02,5.35,13,88,50,17,0,83,86,85,3,74.35
8.37,9.58,100,33,85,73,1,92,59,25,12,99.0
8.42,5.53,51,58,86,14,0,50,60,21,0,65.26
8.1,6.44,30,28,82,71,1,57,38,35,11,84.24
7.95,7.13,73,93,68,30,0,17,89,40,10,67.87
7.75,9.48,90,70,96,36,0,74,92,44,18,98.86
8.61,8.83,48,94,99,9,0,57,36,16,2,77.14
6.71,8.75,85,75,90,68,1,64,70,48,4,91.1
5.78,8.34,95,97,61,76,1,47,94,31,11,89.8
7.9,7.98,72,54,65,2,1,61,73,31,8,74.97
7.14,5.09,39,39,87,59,1,30,36,27,4,64.78
6.5,7.51,21,42,70,4,0,50,67,64,7,60.6
7.32,9.4,92,56,76,22,0,68,86,48,4,82.52
7.59,7.83,94,43,98,95,0,95,82,50,7,99.0
5.49,6.24,78,19,52,88,0,37,46,32,6,73.23
8.79,5.04,13,96,52,61,1,41,79,18,5,75.82
9.38,5.38,79,10,77,55,0,23,46,13,0,66.23
6.95,8.82,74,12,98,36,0,15,59,17,14,68.06
5.59,7.0,85,88,55,100,0,79,42,25,20,99.0
8.76,6.77,85,70,63,71,0,27,82,46,3,77.58
6.19,5.92,53,56,64,97,0,73,89,79,5,89.48
5.32,7.1,70,73,68,60,0,52,87,47,13,81.04
6.89,5.36,69,57,100,78,0,49,66,44,6,80.6
6.87,7.33,57,44,80,49,0,1,86,73,11,60.16
6.87,7.81,64,18,66,97,1,17,96,74,20,82.51
9.28,6.32,21,83,93,82,1,63,84,62,16,98.49
6.22,5.3,74,29,99,63,0,34,77,52,13,72.13
5.44,9.57,36,40,95,1,0,100,95,43,7,82.41
9.36,9.69,81,44,77,42,0,77,85,38,2,93.88
7.73,5.08,75,30,62,80,0,18,61,2,13,74.33
8.85,8.46,28,31,54,60,0,26,88,69,12,75.76
5.29,6.15,98,95,78,14,1,31,31,2,4,60.95
7.47,5.02,13,42,66,63,0,83,34,18,1,81.31
6.73,8.38,59,98,82,7,0,14,75,13,11,61.96
8.51,8.51,52,63,97,89,1,14,78,21,1,79.14
6.48,7.05,54,42,74,45,0,66,41,31,3,76.03
5.45,5.84,69,51,90,85,0,83,98,12,2,90.34
7.76,5.15,70,97,65,96,1,47,82,37,15,93.52
5.42,7.6,60,23,84,26,1,60,41,20,15,75.25
5.69,6.25,74,68,80,31,0,19,59,17,3,56.96
8.51,6.15,31,77,91,46,0,30,100,94,15,74.25
5.73,6.91,97,11,60,65,1,43,98,59,12,76.87
8.34,6.96,42,61,69,24,1,19,79,64,14,65.34
8.95,7.32,58,91,63,23,0,61,70,67,0,76.33
8.84,7.55,49,25,80,5,1,24,31,2,18,67.66
9.03,8.67,17,54,59,41,0,76,78,60,19,94.68
5.04,6.84,10,100,82,24,0,56,65,54,5,65.55
9.03,9.36,37,81,96,98,1,39,41,11,15,99.0
9.09,5.77,99,84,76,26,0,14,89,81,4,62.72
6.21,5.28,28,28,86,19,0,16,55,13,13,52.49
5.41,6.28,38,29,75,75,0,9,44,1,19,67.97
6.55,7.55,61,56,55,40,0,42,90,32,8,72.0
8.12,7.06,38,13,81,18,0,5,35,14,2,49.47
5.97,6.07,57,39,63,92,1,97,57,45,3,95.37
9.04,8.7,59,11,52,32,0,61,72,21,13,84.89
8.28,5.04,84,73,80,69,1,77,66,10,3,92.72
7.74,6.59,94,68,61,86,1,54,83,15,9,93.33
7.14,6.96,58,21,81,10,0,74,92,28,14,78.26
5.43,6.51,98,33,80,100,1,48,86,14,9,87.53
5.07,8.92,83,59,84,96,1,0,34,14,6,71.96
8.28,7.04,13,55,82,100,1,82,54,38,3,98.69
6.51,5.48,71,41,55,33,0,60,31,19,14,74.73
9.22,7.69,22,69,86,34,0,45,82,66,1,72.74
8.02,7.33,71,38,88,54,1,24,53,5,7,73.65
7.63,7.8,35,76,61,88,1,10,40,24,19,81.31
6.87,7.81,80,66,76,99,1,89,62,5,13,99.0
9.18,9.53,61,16,92,37,1,60,50,2,13,91.03
7.87,6.35,15,82,76,45,1,91,53,39,0,86.0
6.49,5.19,31,96,67,78,1,39,31,17,15,80.39
9.41,9.6,80,98,69,26,0,42,69,11,3,82.04
5.02,8.94,23,22,78,65,1,72,53,9,8,84.98
7.94,5.42,89,35,51,16,1,9,79,46,2,50.44
6.6,5.07,27,74,60,33,1,14,94,10,5,54.2
7.15,5.1,87,88,70,72,0,37,55,49,1,73.68
6.25,8.96,12,64,77,95,1,39,89,46,6,83.58
6.03,7.2,11,42,81,28,1,76,86,43,11,77.75
9.28,5.16,52,87,56,49,1,62,43,14,16,89.79
5.99,6.81,30,63,71,89,1,51,58,44,10,83.89
9.48,5.59,37,12,88,41,1,89,98,33,13,92.33
9.35,8.62,77,67,75,50,1,27,30,28,20,86.29
8.94,9.66,75,23,52,84,1,6,84,16,8,79.64
5.28,5.72,84,30,55,51,0,86,62,52,20,88.69
6.46,6.39,65,54,71,85,1,38,37,24,4,77.31
7.6,9.25,56,28,70,73,0,61,38,38,18,94.93
6.03,7.86,70,51,73,33,0,83,63,38,1,80.6
7.3,7.76,62,48,57,58,1,7,48,17,3,63.6
8.87,5.36,57,20,62,53,1,66,73,32,3,80.15
8.4,6.82,93,49,84,22,0,80,38,12,15,90.96
8.66,6.96,17,18,81,97,0,10,87,47,11,75.23
8.52,6.83,14,21,100,94,0,27,71,45,20,85.41
8.38,5.1,47,55,54,2,0,20,49,23,20,59.77
9.42,5.17,12,64,71,55,0,83,88,73,4,86.85
7.66,5.11,16,26,93,4,0,66,64,23,20,72.7
6.26,8.13,39,31,53,37,1,58,40,16,0,70.18
7.1,8.78,12,61,90,48,0,80,97,48,12,91.53
8.67,6.14,90,65,56,23,1,76,97,68,9,85.01
9.0,6.63,22,14,74,0,0,26,33,32,17,59.31
7.5,9.71,60,66,55,54,1,61,91,54,6,88.2
8.53,8.43,25,42,82,71,1,46,78,69,10,85.51
5.78,6.69,65,11,71,61,0,79,100,47,6,83.14
8.28,8.56,11,98,62,94,1,62,89,29,14,99.0
6.35,8.67,17,10,86,42,0,82,56,12,20,90.72
6.26,7.14,65,85,99,47,0,57,91,8,4,79.94
7.93,9.39,37,30,54,82,0,36,51,37,15,86.67
8.17,5.42,35,11,89,61,1,53,36,18,11,79.15
9.17,9.8,75,79,100,29,0,73,97,77,18,99.0
9.11,6.89,95,83,59,91,0,26,74,26,2,84.61
7.61,8.87,33,60,92,63,1,89,96,75,3,95.99
6.63,7.43,58,68,89,18,0,15,49,34,16,62.4
5.9,6.34,44,20,75,80,1,91,42,35,16,96.1
7.22,5.17,38,25,72,95,0,14,70,3,3,67.51
5.9,8.84,16,91,64,30,0,39,36,25,4,66.0
5.0,8.86,12,34,99,87,1,72,57,31,13,92.77
6.94,7.08,82,93,89,83,1,66,41,41,1,91.12
8.52,7.31,36,40,72,47,0,65,67,49,0,78.66
6.76,5.12,65,14,71,58,0,26,68,5,14,68.57
6.97,8.16,22,80,67,55,1,54,41,2,20,89.72
5.2,7.35,80,64,94,54,0,80,72,20,11,90.43
7.27,9.36,42,64,86,87,1,72,97,54,3,97.22
7.5,8.57,57,71,66,61,0,76,71,59,4,91.2
9.01,7.93,39,44,96,77,0,94,64,10,1,99.0
8.42,5.08,73,69,89,66,1,58,89,33,16,91.62
8.41,7.45,52,10,76,91,0,38,45,16,11,86.2
5.75,6.57,24,26,95,29,1,39,63,6,17,67.69
6.23,8.6,24,66,79,66,0,99,68,11,16,99.0
6.43,8.05,67,23,82,52,1,94,92,43,11,95.29
8.85,8.74,50,91,50,0,0,57,85,16,14,80.76
6.63,6.71,80,93,84,68,0,17,94,55,7,72.13
7.36,8.79,49,22,69,93,1,47,67,39,4,86.37
6.05,7.33,98,98,50,20,1,48,51,38,14,75.46
5.1,6.97,70,69,72,96,0,91,51,18,7,99.0
9.47,9.27,59,97,51,43,1,67,55,49,4,91.49
8.61,5.37,93,45,54,33,0,15,31,5,7,62.71
8.05,9.65,98,32,55,99,0,58,51,41,8,99.0
7.17,6.12,27,23,98,96,1,4,86,68,18,72.94
8.99,5.25,100,29,70,47,1,31,71,36,7,72.12
7.71,8.67,71,75,89,93,1,37,31,9,16,96.69
5.58,5.64,90,38,63,11,1,31,99,74,13,58.09
8.41,6.8,60,29,61,42,1,20,53,7,17,72.25
6.92,6.3,66,81,56,23,1,78,59,44,20,87.22
8.58,6.59,50,39,95,92,1,57,95,3,18,99.0
7.65,9.2,84,13,73,94,1,2,32,28,12,77.66
7.34,5.33,79,95,65,21,1,42,74,23,4,67.49
8.12,8.82,23,13,99,33,0,79,70,36,20,92.35
5.01,7.67,22,98,54,54,0,92,77,19,14,93.47
6.55,8.41,42,38,66,74,1,78,30,18,8,92.66
9.02,8.6,38,28,57,53,1,23,56,5,19,80.64
8.13,7.97,34,81,80,28,1,5,74,39,4,59.3
9.21,6.83,53,45,74,36,0,17,32,8,15,70.85
6.59,7.52,87,21,67,16,1,88,89,46,14,85.83
5.74,7.09,18,31,76,7,1,65,73,59,9,65.34
9.25,8.45,74,49,50,70,1,41,95,59,7,86.84
5.7,5.58,13,77,50,53,1,7,57,15,11,57.2
